24. How can the excess be paid for AAMI comprehensive car insurance claims?	3b954cae9c18964139fa5ab05b75d434_2	This policy provides comprehensive cover for your car.	 	3b954cae9c18964139fa5ab05b75d434_32	This excess applies to all claims unless your policy states no excess applies to your claim. Premiums® excess excess lowers your premium by increasing your policy’s excess. This additional excess applies to all claims unless your policy states no excess applies to your claim. This excess applies if a driver under 25 years of age was driving, using or in charge of your car at the time of the incident. This excess is in addition to any other excess that applies. excess This excess applies if a listed driver who has had their licence cancelled, suspended, disqualified or restricted in the 3 years prior to the start of the period of insurance was driving, using or in charge of your car at the time of the incident. This excess driver excess This excess applies if an inexperienced driver was driving, using or in charge of your car at the time of the incident. It also applies to learner drivers. This excess is in addition to any Note: An inexperienced driver is someone who is 25 years or over	 	3af88a63f05df2c5d387acf8526300f0_70	• a hire car insurance excess that you must pay on a hire car insurance claim if – – –you have hired a car and taken out insurance on that car, – –you have lodged a claim with your hire car’s insurer and they have agreed to pay that claim, – –you provide us with a written report from the hire car company confirming you are liable to pay the excess, and – –the event you claimed for occurred during your journey. By car we mean any car, wagon, four wheel drive, campervan or motor home provided you hired it through a commercial agreement and did not use it for any business or income producing purpose. We will pay the reasonable cost of	 	057d9148a4d1cb46a710f73fcd3bbd60_36	When both the building and contents at the one insured address are insured with us and your claim is for loss or damage to both arising from the same incident, you must pay whichever is the higher of the contents AAMI Flexi-Premiums® excess or the building AAMI Flexi-Premiums® excess (plus any other applicable excess). The other excesses that apply are those under the cover with the higher AAMI Flexi-Premiums® excess. An excess is the amount you pay towards the cost of your claim for each incident covered by your policy. Sometimes you might have to pay more than one type of excess. The amount and types of excess are shown on your certificate of insurance or in this PDS.	 	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 
25. When will the excess be waived for AAMI comprehensive car insurance claims?	3b954cae9c18964139fa5ab05b75d434_32	This excess applies to all claims unless your policy states no excess applies to your claim. Premiums® excess excess lowers your premium by increasing your policy’s excess. This additional excess applies to all claims unless your policy states no excess applies to your claim. This excess applies if a driver under 25 years of age was driving, using or in charge of your car at the time of the incident. This excess is in addition to any other excess that applies. excess This excess applies if a listed driver who has had their licence cancelled, suspended, disqualified or restricted in the 3 years prior to the start of the period of insurance was driving, using or in charge of your car at the time of the incident. This excess driver excess This excess applies if an inexperienced driver was driving, using or in charge of your car at the time of the incident. It also applies to learner drivers. This excess is in addition to any Note: An inexperienced driver is someone who is 25 years or over	 	3b954cae9c18964139fa5ab05b75d434_2	This policy provides comprehensive cover for your car.	 	057d9148a4d1cb46a710f73fcd3bbd60_38	Additional excess An additional excess may apply to your policy based on our assessment of the risk. If an additional excess applies to your policy, this excess is payable in addition to any other excess, unless stated otherwise in your policy. Unoccupied excess This excess applies in addition to any other excess if at the time of the incident covered by your policy, the building has been unoccupied for more than 60 continuous days. We will waive your excess and no excess will apply when: • you are not responsible for the loss or damage and the incident was caused by another person (but not a person within the definition of ‘you’ and not a person living at the address). You may be able to show this by providing a police report, expert reports, statement from a witness and/or photographs; and • you can give us the name and address of the person responsible, and if applicable, the registration number of the vehicle. When is the building unoccupied? A period of unoccupancy starts when the	 	3b954cae9c18964139fa5ab05b75d434_34	E You pay the excess but if: 1 + 2 + 3 = You or the driver didn’t contribute to the accident (this means the other driver was entirely at fault). You may be able to show this by providing a police report, expert reports, statement from a witness or photographs. You supply the at-fault driver’s name and address You supply the at fault vehicle’s registration number You don’t pay an excess If 1,2 and 3 are there, you don’t pay an excess. If ANY are missing, you will pay an excess If you cannot supply the at-fault driver’s name, address and vehicle registration number it means we will not be able to waive your excess. It does not otherwise impact the cover under your policy or your ability to make a claim.	 	3b954cae9c18964139fa5ab05b75d434_150	Damage to your car $7,500 Your car is repairable. Less excess payable -$0 Your excess is waived because you have provided the name and address of the driver at fault and the registration of the at fault vehicle involved. The driver of the other vehicle was at fault. Claim so far $7,500 As you have provided the name and address of the driver at fault and the registration number of the at fault vehicle involved in the incident and you were not at fault, you qualify for the ‘Hire car after a not at fault incident’ (see page 34). Plus hire car costs $600 You are entitled to a hire car that meets your transport needs for the time it takes to repair your car and return it to you. The cost is $75 per day for 8 days. The hire car provider has invoiced us. We will pay them directly. Total claim $8,100	 
26. What does AAMI comprehensive car insurance cover as part of the car?	3b954cae9c18964139fa5ab05b75d434_2	This policy provides comprehensive cover for your car.	 	3b954cae9c18964139fa5ab05b75d434_78	We cover We cover accidental loss or damage to your car caused by an incident in the period of insurance. Examples of accidental loss or damage cover include hail, storm (including cyclone), flood, fire, theft or attempted theft, malicious damage or vandalism, collision and impact. We don’t cover We don’t cover anything in section 3 ‘Things we don’t cover’, see pages 17 to 24. There are also things that we don’t cover set out in section 5 and 6 on pages 29 to 44. Limit The most we will pay for any one incident is the amount covered for your car as shown on your certificate of insurance unless we say otherwise in your policy (e.g. if you’re eligible for ‘New car after a total loss for cars less than 2 years old’ on page 32 we will settle your claim in accordance with that additional cover). For examples of how we settle car claims see section 8 ‘How we settle claims – some examples’ on page 55.	 	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_34	Comprehensive Life Cover Policy before claim of Major Illness Cover	 	3b954cae9c18964139fa5ab05b75d434_116	If we pay you the amount of the assessed quote we don’t authorise repairs. You will not be entitled to the lifetime guarantee on repairs that we do not authorise. AAMI Lifetime Repair Guarantee The quality of the workmanship and the materials authorised by AAMI in the repair of your car will be guaranteed for its life. The parts used in the repair of your car will be of the same type as those explained on these pages. If you are concerned about the quality of the repair of your car, you must call us on 13 22 44 and you must make your car available to us. You must not authorise rectification work without our written authority. We will inspect the repair and arrange any necessary rectification work	 
27. What is not covered under AAMI comprehensive car insurance?	3b954cae9c18964139fa5ab05b75d434_2	This policy provides comprehensive cover for your car.	 	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_34	Comprehensive Life Cover Policy before claim of Major Illness Cover	 	b360796b8bf23b6211357b28da834eef_8	Benefit payable for death or terminal illness Cover up to $1,500,000 One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount.	 	b360796b8bf23b6211357b28da834eef_25	An AAMI Comprehensive Life Cover benefit is not payable in the event of intentional self-injury or suicide within 13 months of: • the cover commencement date; • the date of any benefit amount increase applied by you including under the Life Events feature, but only in respect to that increase. No payments will be made under AAMI Comprehensive Life Cover if the event giving rise to the claim occurs while you are visiting a country for which the Australian Department of Foreign Affairs and Trade (DFAT) issued a ‘Do Not Travel’ warning advice prior to your travel to that country, and which continues to be in force during the time of your stay in that country. We will also not pay an AAMI Comprehensive Life Cover benefit where we have agreed with you a special term in respect of your cover that specifically excludes the event or condition causing or contributing to the claim. Any such special term will be agreed with you before your policy is issued and will appear on your policy schedule.	 
28. What is AAMI Comprehensive Life Cover?	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_34	Comprehensive Life Cover Policy before claim of Major Illness Cover	 	b360796b8bf23b6211357b28da834eef_8	Benefit payable for death or terminal illness Cover up to $1,500,000 One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount.	 	b360796b8bf23b6211357b28da834eef_25	An AAMI Comprehensive Life Cover benefit is not payable in the event of intentional self-injury or suicide within 13 months of: • the cover commencement date; • the date of any benefit amount increase applied by you including under the Life Events feature, but only in respect to that increase. No payments will be made under AAMI Comprehensive Life Cover if the event giving rise to the claim occurs while you are visiting a country for which the Australian Department of Foreign Affairs and Trade (DFAT) issued a ‘Do Not Travel’ warning advice prior to your travel to that country, and which continues to be in force during the time of your stay in that country. We will also not pay an AAMI Comprehensive Life Cover benefit where we have agreed with you a special term in respect of your cover that specifically excludes the event or condition causing or contributing to the claim. Any such special term will be agreed with you before your policy is issued and will appear on your policy schedule.	 	b360796b8bf23b6211357b28da834eef_24	Your AAMI Comprehensive Life Cover expires on the policy anniversary following the life insured‘s 99th birthday unless cover ends earlier due to one of the reasons listed in Section 5 – ‘When does cover start and end?’.	 
29. What is an Optional Illness Cover?	b360796b8bf23b6211357b28da834eef_28	Once you have provided a safeguard for your family with AAMI Comprehensive Life Cover, protect them further by adding an Optional Illness Cover. The total value of the Optional Illness Cover/s can be an amount up to $250,000, or the Comprehensive Life Cover benefit amount if higher, for each life insured. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The Optional Illness Cover/s benefit will be paid as a lump sum from the total life benefit amount, upon the diagnosis of an insured condition covered by the policy or on the life insured undergoing one of the medical procedures covered by the policy. For more information on how Optional Illness Covers are paid see pages 20 to 29. The definition of the insured condition or medical procedure must be met for an Optional Illness Cover benefit to be payable. Evidence of the insured condition or medical procedure must be provided by a medical practitioner. See pages 20 to 29 for the insured conditions and proc	 	b360796b8bf23b6211357b28da834eef_9	You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions.	 	b360796b8bf23b6211357b28da834eef_32	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Life Cover Major Illness Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount. $1,000,000 $100,000 Optional Severity Based Illness Cover You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit amount would reduce by $100,000 to $900,000 and your Major Illness Cover would end. Major Illness Cover Cancer Cover	 	b360796b8bf23b6211357b28da834eef_35	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Major Illness Cover Life Cover Comprehensive Life Cover Cancer Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: $1,000,000 $100,000 • $250,000; or $250,000 $250,000 • the Comprehensive Life Cover benefit amount. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit Optional Severity Based Illness Cover amount would reduce by $100,000 to $900,000 and your Major Illness You must meet the specified severity criteria for the insured condition, Cover would end. as defined in this PDS, to qualify for a benefit payment. In the event you suffered Cancer (of a specified criteria) as defined in the PDS and we pay you $250,000 under your Cancer Cover, your Comprehensive Life Cover benefit amount and Cancer Cover would reduce to $0 and cover for the life insured under the poli	 	b360796b8bf23b6211357b28da834eef_20	There are two different types of optional covers you can add to your policy for additional peace of mind – Major Illness Cover and/or Cancer Cover. All Australian residents aged 18 to 55 are eligible to apply for these Optional Illness Covers. For more detail about these covers and how they work, please see Section 4 – ‘Optional Severity Based Illness Covers’. There are additional premiums charged for Optional Illness Covers. If you choose to purchase Optional Illness Covers these will be shown on your policy schedule. No cover exists for Cancer, Heart Attack, Minor Heart Attack, Stroke or Coronary Artery Bypass Surgery arising during the 90 days following cover commencement date. For full details, see pages 17 to 18.	 
30. What is the difference between Major Illness Cover and Cancer Cover?	b360796b8bf23b6211357b28da834eef_35	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Major Illness Cover Life Cover Comprehensive Life Cover Cancer Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: $1,000,000 $100,000 • $250,000; or $250,000 $250,000 • the Comprehensive Life Cover benefit amount. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit Optional Severity Based Illness Cover amount would reduce by $100,000 to $900,000 and your Major Illness You must meet the specified severity criteria for the insured condition, Cover would end. as defined in this PDS, to qualify for a benefit payment. In the event you suffered Cancer (of a specified criteria) as defined in the PDS and we pay you $250,000 under your Cancer Cover, your Comprehensive Life Cover benefit amount and Cancer Cover would reduce to $0 and cover for the life insured under the poli	 	b360796b8bf23b6211357b28da834eef_36	Protection in the event Protection in the event Comprehensive Major Illness Cover of a specified critical of life-threatening Comprehensive Life Cover Cancer Cover and /or Life Cover illness or injury. Cancer (of a specified criteria). $900,000 $0 $0 $0	 	b360796b8bf23b6211357b28da834eef_33	Protection in the event Protection in the event of a specified critical of life-threatening and /or Comprehensive Major Illness Cover Life Cover illness or injury. Cancer (of a specified criteria). $900,000 $0	 	b360796b8bf23b6211357b28da834eef_32	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Life Cover Major Illness Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount. $1,000,000 $100,000 Optional Severity Based Illness Cover You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit amount would reduce by $100,000 to $900,000 and your Major Illness Cover would end. Major Illness Cover Cancer Cover	 	b360796b8bf23b6211357b28da834eef_29	Major Illness Cover is designed to help protect you and your family from a major setback due to defined critical illnesses such as certain life-threatening Cancer (of a specified criteria), Stroke (resulting in neurological deficit) or Heart Attack (of a specified severity). You must meet the specified severity criteria for critical illness, as defined in this policy, to qualify for a benefit payment.	 
31. How do Optional Severity Based Illness Covers work?	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_20	There are two different types of optional covers you can add to your policy for additional peace of mind – Major Illness Cover and/or Cancer Cover. All Australian residents aged 18 to 55 are eligible to apply for these Optional Illness Covers. For more detail about these covers and how they work, please see Section 4 – ‘Optional Severity Based Illness Covers’. There are additional premiums charged for Optional Illness Covers. If you choose to purchase Optional Illness Covers these will be shown on your policy schedule. No cover exists for Cancer, Heart Attack, Minor Heart Attack, Stroke or Coronary Artery Bypass Surgery arising during the 90 days following cover commencement date. For full details, see pages 17 to 18.	 	b360796b8bf23b6211357b28da834eef_9	You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions.	 	b360796b8bf23b6211357b28da834eef_42	In order for a benefit to be paid, the insured condition must meet the full criteria and severity requirements for that condition. For many insured conditions, this means the condition will be required to progress beyond a diagnosis. Diagnosis means the process of a medical practitioner or specialist medical practitioner determining which sickness or injury explains an individual’s symptoms. Severity means the seriousness of an insured condition in order for a benefit to be paid. Details of insured conditions and exclusions under Optional Illness Covers:	 	b360796b8bf23b6211357b28da834eef_32	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Life Cover Major Illness Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount. $1,000,000 $100,000 Optional Severity Based Illness Cover You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit amount would reduce by $100,000 to $900,000 and your Major Illness Cover would end. Major Illness Cover Cancer Cover	 
32. What is the qualifying period for Cancer, Heart Attack, Minor Heart Attack, Stroke and Coronary Artery Bypass?	b360796b8bf23b6211357b28da834eef_39	No benefit will be payable for Cancer, Heart Attack, Minor Heart Attack, Stroke and Coronary Artery Bypass if the condition occurred or was diagnosed, or the circumstances leading to diagnosis became apparent, within 90 days after: • the Optional Illness Covers’ commencement date; • the date of an applied for increase but only in respect of the increase; • the date a life insured was added to the policy, in respect of that life insured; or • the most recent date that we have agreed to reinstate the policy.	 	b360796b8bf23b6211357b28da834eef_12	 	 	b360796b8bf23b6211357b28da834eef_20	There are two different types of optional covers you can add to your policy for additional peace of mind – Major Illness Cover and/or Cancer Cover. All Australian residents aged 18 to 55 are eligible to apply for these Optional Illness Covers. For more detail about these covers and how they work, please see Section 4 – ‘Optional Severity Based Illness Covers’. There are additional premiums charged for Optional Illness Covers. If you choose to purchase Optional Illness Covers these will be shown on your policy schedule. No cover exists for Cancer, Heart Attack, Minor Heart Attack, Stroke or Coronary Artery Bypass Surgery arising during the 90 days following cover commencement date. For full details, see pages 17 to 18.	 	b360796b8bf23b6211357b28da834eef_50	Coronary Coronary Artery Bypass Surgery means bypass Artery grafting surgery performed to correct or treat coronary Bypass artery disease. Surgery In addition to ‘When is a benefit not payable?’ on pages 18 to 19: Coronary Artery Bypass Surgery which takes place or the circumstances leading to the procedure become apparent within the first 90 days of the cover commencement date, an increase in the benefit amount applied for by you (for the increased portion only), or the date of any reinstatement of cover. Yes No Heart Heart Attack (of a specified severity) means the Attack (of death of a portion of the heart muscle as a result of a specified inadequate blood supply, where the diagnosis is severity) supported by the detection of a rise and/or fall of cardiac biomarker values with at least one value above the 99th percentile upper reference limit (URL) and with at least three of the following: a) Symptoms of ischaemia. b) New significant ST-segment–T wave (ST–T) ECG changes or new left 	 	b360796b8bf23b6211357b28da834eef_54	Minor Heart The benefit payable for Minor Heart Attack is a fixed Attack one-off amount of $10,000. Minor Heart Attack means the death of a portion of heart muscle as a result of inadequate blood supply to the relevant area. The basis of the diagnosis will be: • confirmatory new electrocardiogram (ECG) changes; or • a diagnostic rise and/or fall of cardiac biomarkers with at least one reading above the 99th percentile of the upper reference limit. We will also consider any other medical test result provided by a cardiologist that unequivocally diagnoses myocardial infarction of the degree of severity documented above. If the clinical diagnosis and disease management on hospital discharge for any medical event or investigation is not consistent with an acute myocardial infarction as confirmed by a consultant cardiologist, then a claim is not payable under this policy. In addition to ‘When is a benefit not payable?’ on pages 18 to 19: Yes No • • • Minor Heart which is directly or indirec	 
33. Are there any circumstances where the benefit payable for Optional Illness Covers is not payable?	b360796b8bf23b6211357b28da834eef_28	Once you have provided a safeguard for your family with AAMI Comprehensive Life Cover, protect them further by adding an Optional Illness Cover. The total value of the Optional Illness Cover/s can be an amount up to $250,000, or the Comprehensive Life Cover benefit amount if higher, for each life insured. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The Optional Illness Cover/s benefit will be paid as a lump sum from the total life benefit amount, upon the diagnosis of an insured condition covered by the policy or on the life insured undergoing one of the medical procedures covered by the policy. For more information on how Optional Illness Covers are paid see pages 20 to 29. The definition of the insured condition or medical procedure must be met for an Optional Illness Cover benefit to be payable. Evidence of the insured condition or medical procedure must be provided by a medical practitioner. See pages 20 to 29 for the insured conditions and proc	 	b360796b8bf23b6211357b28da834eef_38	The Optional Illness Covers benefit is not payable in any of the following circumstances: • an accidental injury which occurred prior to the cover commencement date; • any intentionally self-inflicted act (including attempted suicide); • the life insured’s participation in any criminal or unlawful activity; or • war, hostilities or war-like operations (whether war is declared or not), civil commotion, civil war or rebellion, but not terrorism, outside of Australia or New Zealand. See pages 20-29 for other exclusions to specific insured conditions under “We won’t pay for”.	 	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_8	Benefit payable for death or terminal illness Cover up to $1,500,000 One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount.	 	b360796b8bf23b6211357b28da834eef_32	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Life Cover Major Illness Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount. $1,000,000 $100,000 Optional Severity Based Illness Cover You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit amount would reduce by $100,000 to $900,000 and your Major Illness Cover would end. Major Illness Cover Cancer Cover	 
34. Is there a special term that can be agreed upon with the customer for their cover?	b360796b8bf23b6211357b28da834eef_41	We will not pay any benefits where we have agreed with you a special term in respect of your cover that specifically excludes the event or condition leading to the claim. Any such special term will be agreed with you before your policy is issued and will appear in your policy schedule.	 	b360796b8bf23b6211357b28da834eef_25	An AAMI Comprehensive Life Cover benefit is not payable in the event of intentional self-injury or suicide within 13 months of: • the cover commencement date; • the date of any benefit amount increase applied by you including under the Life Events feature, but only in respect to that increase. No payments will be made under AAMI Comprehensive Life Cover if the event giving rise to the claim occurs while you are visiting a country for which the Australian Department of Foreign Affairs and Trade (DFAT) issued a ‘Do Not Travel’ warning advice prior to your travel to that country, and which continues to be in force during the time of your stay in that country. We will also not pay an AAMI Comprehensive Life Cover benefit where we have agreed with you a special term in respect of your cover that specifically excludes the event or condition causing or contributing to the claim. Any such special term will be agreed with you before your policy is issued and will appear on your policy schedule.	 	3af88a63f05df2c5d387acf8526300f0_74	legal liability for claims against you arising out of an accident occurring during the journey, causing: • injury to or the death of someone other than you; • loss of or damage to property owned or controlled by someone other than you. We will only pay for your liability for legal costs and expenses if they are reasonable and we agree to do so in writing before those costs and expenses are incurred. We will pay for your	 	3af88a63f05df2c5d387acf8526300f0_76	legal liability for claims against you arising out of an accident occurring during the journey, causing: claims made against you more than 12 months after the end of the period of cover; any penalties, fines, or punitive, exemplary or aggravated damages that you must pay; for liability arising from: • your ownership or occupancy of any land or building; • the use of any motor vehicles, watercraft, hovercraft, aircraft or aircraft landing areas; • the transmission of any illness, sickness or disease; • an event that you have organised or are legally responsible for; • a legal liability which arises only because you have agreed to take that liability upon yourself; • any business, trade, profession or occupation conducted or operated or undertaken by you during the period of cover; • things done or not done intentionally or left undone intentionally by you, or any person acting on your behalf, with reckless disregard for the consequences. Up to $5 million in total for all claims includ	 	b360796b8bf23b6211357b28da834eef_111	‘policy schedule’ which sets out the details of your particular policy including who is the policy owner, who is the life insured, which benefits you have applied and been accepted for, any special terms we have agreed with you, the premium payable and your cover commencement date and cover expiry date. Significant life changing event means: • marriage; • having a baby or adopting a child; • taking out a new mortgage; • the death of an immediate family member; or • your child starting school. Terminal illness means an Illness where, after having regard to the current treatment or such treatment as the life insured may reasonably be expected to receive, the life insured will not survive more than 12 months. Two medical practitioners, at least one of whom is a specialist medical practitioner specialising in the life insured’s illness, or an area related to the illness, must certify in writing (either jointly or separately), that despite reasonable medical treatment, the life insured is s	 
35. What is the definition of Cancer of a specified criteria for the purpose of the policy?	b360796b8bf23b6211357b28da834eef_30	Cancer Cover is designed to help protect you and your family from a major setback due to certain life-threatening Cancer (of a specified criteria). You must meet the specified severity criteria for Cancer, as defined in this policy on pages 20 to 21, to qualify for a benefit payment.	 	b360796b8bf23b6211357b28da834eef_36	Protection in the event Protection in the event Comprehensive Major Illness Cover of a specified critical of life-threatening Comprehensive Life Cover Cancer Cover and /or Life Cover illness or injury. Cancer (of a specified criteria). $900,000 $0 $0 $0	 	b360796b8bf23b6211357b28da834eef_29	Major Illness Cover is designed to help protect you and your family from a major setback due to defined critical illnesses such as certain life-threatening Cancer (of a specified criteria), Stroke (resulting in neurological deficit) or Heart Attack (of a specified severity). You must meet the specified severity criteria for critical illness, as defined in this policy, to qualify for a benefit payment.	 	b360796b8bf23b6211357b28da834eef_12	 	 	b360796b8bf23b6211357b28da834eef_33	Protection in the event Protection in the event of a specified critical of life-threatening and /or Comprehensive Major Illness Cover Life Cover illness or injury. Cancer (of a specified criteria). $900,000 $0	 
36. What is the difference between diagnosis and severity in relation to insured conditions?	b360796b8bf23b6211357b28da834eef_42	In order for a benefit to be paid, the insured condition must meet the full criteria and severity requirements for that condition. For many insured conditions, this means the condition will be required to progress beyond a diagnosis. Diagnosis means the process of a medical practitioner or specialist medical practitioner determining which sickness or injury explains an individual’s symptoms. Severity means the seriousness of an insured condition in order for a benefit to be paid. Details of insured conditions and exclusions under Optional Illness Covers:	 	b360796b8bf23b6211357b28da834eef_9	You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions.	 	b360796b8bf23b6211357b28da834eef_28	Once you have provided a safeguard for your family with AAMI Comprehensive Life Cover, protect them further by adding an Optional Illness Cover. The total value of the Optional Illness Cover/s can be an amount up to $250,000, or the Comprehensive Life Cover benefit amount if higher, for each life insured. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The Optional Illness Cover/s benefit will be paid as a lump sum from the total life benefit amount, upon the diagnosis of an insured condition covered by the policy or on the life insured undergoing one of the medical procedures covered by the policy. For more information on how Optional Illness Covers are paid see pages 20 to 29. The definition of the insured condition or medical procedure must be met for an Optional Illness Cover benefit to be payable. Evidence of the insured condition or medical procedure must be provided by a medical practitioner. See pages 20 to 29 for the insured conditions and proc	 	b360796b8bf23b6211357b28da834eef_32	Benefit payable for death or terminal illness Cover up to $1,500,000 Comprehensive Life Cover Major Illness Cover One or more Optional Illness Covers can be added with a combined sum insured up to the lesser of: • $250,000; or • the Comprehensive Life Cover benefit amount. $1,000,000 $100,000 Optional Severity Based Illness Cover You must meet the specified severity criteria for the insured condition, as defined in this PDS, to qualify for a benefit payment. See pages 20 to 29 for the list of insured conditions. In the event you suffered an insured condition and we pay you $100,000 under your Major Illness Cover, your Comprehensive Life Cover benefit amount would reduce by $100,000 to $900,000 and your Major Illness Cover would end. Major Illness Cover Cancer Cover	 	b360796b8bf23b6211357b28da834eef_47	Coronary Artery Bypass means bypass Attack (of a specified means the inadequate blood supply, where the diagnosis is supported by the detection of a rise and/or fall of cardiac biomarker values with at least one value above the 99th percentile upper reference limit (URL) and with at least three of the following: a) Symptoms of ischaemia. b) New significant ST-segment–T wave (ST–T) ECG changes or new left bundle branch block (LBBB). c) Development of new pathological Q waves in the ECG. d) Imaging evidence of new regional wall motion abnormality present at least six weeks after the event. If the tests specified in a) to d) above are inconclusive, other appropriate and medically recognised tests will be considered or the definition will be met if at least three months after the event the insured’s left ventricular	 
